region,province,deo,cong_district,road_class,road_name,road_length
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (SIXTH DISTRICT),Secondary,Nagtahan Link Rd 2,2135.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (SIXTH DISTRICT),Tertiary,A Bautista,870.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (SIXTH DISTRICT),Tertiary,Beata St,806.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (SIXTH DISTRICT),Tertiary,Certeza St,278.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (SIXTH DISTRICT),Tertiary,F Calderon St (LZ),111.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (SIXTH DISTRICT),Tertiary,F Calderon St (LZ),262.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (SIXTH DISTRICT),Tertiary,Havana St,284.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (SIXTH DISTRICT),Tertiary,J Posadas St,345.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (SIXTH DISTRICT),Tertiary,Jesus St,497.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (SIXTH DISTRICT),Tertiary,Jesus St,390.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (SIXTH DISTRICT),Tertiary,Jose Syquia St,670.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (SIXTH DISTRICT),Tertiary,Labores St,553.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (SIXTH DISTRICT),Tertiary,Lamayan St,775.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (SIXTH DISTRICT),Tertiary,Laura St,556.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (SIXTH DISTRICT),Tertiary,M Roxas St,532.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (SIXTH DISTRICT),Tertiary,Malacanang Park Rd,1062.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (SIXTH DISTRICT),Tertiary,Malacanang Park Rd,146.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (SIXTH DISTRICT),Tertiary,Manuel L Carreon St,784.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (SIXTH DISTRICT),Tertiary,Mendiola Ext,285.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (SIXTH DISTRICT),Tertiary,New Panaderos St,1412.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (SIXTH DISTRICT),Tertiary,Old Panaderos St,780.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (SIXTH DISTRICT),Tertiary,Palumpong St,148.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (SIXTH DISTRICT),Tertiary,Plaza Calderon,39.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (SIXTH DISTRICT),Tertiary,R  Del Pan St,585.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (SIXTH DISTRICT),Tertiary,Tejeron St,780.0
National Capital Region,Metro Manila,South Manila District Engineering Office,MANILA CITY (SIXTH DISTRICT),Tertiary,Zamora St,203.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Primary,Epifanio Delos Santos Ave (EDSA),2083.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Primary,Epifanio Delos Santos Ave (EDSA),2220.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Primary,Roxas Blvd,385.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Primary,Roxas Blvd,389.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Secondary,Airport Rd,106.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Secondary,Andrew Ave,2815.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Secondary,Andrew Ave,2717.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Secondary,Aurora Blvd,1105.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Secondary,Aurora Blvd,1108.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Secondary,Balagbag Rd,256.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Secondary,Domestic Rd,1171.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Secondary,EDSA-Tramo Flyover,759.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Secondary,Gil Puyat Ave,1193.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Secondary,NAIA Flyover Br,385.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Secondary,NAIA Rd (MIA Road),1460.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Secondary,NAIA Rd (MIA Road),1470.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Secondary,Ninoy Aquino  Ave,708.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Secondary,Ninoy Aquino  Ave,64.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Secondary,Ninoy Aquino  Ave,685.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Secondary,Roxas Blvd,2440.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Secondary,Roxas Blvd,2415.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Secondary,Roxas Blvd,18.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Secondary,Roxas Blvd-EDSA  Flyover,425.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Secondary,Roxas Blvd-EDSA  Flyover,423.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Secondary,Roxas Blvd-Gil Puyat Flyover,409.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Secondary,Roxas Blvd-Gil Puyat Flyover,411.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Secondary,Sales St.,943.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Secondary,Sales St.,948.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Secondary,Taft Ave,2644.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Secondary,Taft Ave,2603.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Tertiary,Antonio Arnaiz Ave,1807.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Tertiary,Electrical Rd,67.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Tertiary,Electrical Rd,131.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Tertiary,Electrical Rd,1174.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Tertiary,FAT Access Rd,554.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Tertiary,FB Harrison,2768.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Tertiary,J. W. Diokno Blvd.,796.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Tertiary,J. W. Diokno Blvd.,795.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Tertiary,Manila Film Center Access Rd,334.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Tertiary,Manila Film Center Access Rd,283.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Tertiary,Manila Film Ctr Main Rd,624.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Tertiary,Nichols Field Rd,357.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Tertiary,PICC Access Rd,131.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Tertiary,PICC Fat Main Rd,510.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Tertiary,PICC Fat Main Rd,80.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Tertiary,PICC Fat Main Rd,305.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Tertiary,PICC Fat Main Rd,440.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Tertiary,PICC Fat Perimeter Rd,815.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Tertiary,PICC Fat Perimeter Rd,335.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Tertiary,PICC Fat Perimeter Rd,1601.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Tertiary,Philtrade Rd 1,132.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Tertiary,Philtrade Rd 1,508.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Tertiary,Philtrade Rd 1,60.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Tertiary,Pres. Diosdado Macapagal Blvd.,745.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Tertiary,Pres. Diosdado Macapagal Blvd.,748.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Tertiary,Roxas Blvd East Service Rd,2551.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Tertiary,Roxas Blvd East Service Rd,380.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Tertiary,South Super H-way West Service Rd,2770.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Tertiary,Spine Rd,1040.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Tertiary,Spine Rd,210.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Tertiary,Spine Rd,735.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Tertiary,Taft Ave,520.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Tertiary,Taft Ave,554.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Tertiary,Tramo Rd,774.0
National Capital Region,Metro Manila,South Manila District Engineering Office,PASAY CITY (LONE DISTRICT),Tertiary,Tramo Rd,1905.0
