region,province,deo,cong_district,road_class,road_name,road_length
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,TAGUIG CITY (SECOND DISTRICT),Tertiary,C-5/Sampaguita West Service Rd Ramp Off Rd,546.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,TAGUIG CITY (SECOND DISTRICT),Tertiary,C-5/Sampaguita West Service Rd Ramp On Rd,332.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,TAGUIG CITY (SECOND DISTRICT),Tertiary,C-5/Sampaguita east On & Off Ramp Rd,727.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,TAGUIG CITY (SECOND DISTRICT),Tertiary,Fort Bonifacio-Nichols Field Rd,3543.0
National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,TAGUIG CITY (SECOND DISTRICT),Tertiary,Libingan ng mga Bayani,1299.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF MAKATI (FIRST & SECOND DISTRICT),Secondary,EDSA-Kalayaan-Fort Bonifacio Flyover (East Bound),1490.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF MAKATI (FIRST & SECOND DISTRICT),Secondary,EDSA-Kalayaan-Fort Bonifacio Flyover (West Bound),1478.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF MAKATI (FIRST & SECOND DISTRICT),Tertiary,JP Rizal St,4078.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF MAKATI (FIRST DISTRICT),Primary,EDSA Service Rd 3 (South Bound),332.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF MAKATI (FIRST DISTRICT),Primary,EDSA Service Rd 4 (South Bound),188.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF MAKATI (FIRST DISTRICT),Primary,EDSA-Ayala Tunnel  Wye Length (South Bound),354.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF MAKATI (FIRST DISTRICT),Primary,EDSA-Ayala Tunnel (South Bound),974.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF MAKATI (FIRST DISTRICT),Primary,EDSA/Magallanes Flyover (South Bound),405.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF MAKATI (FIRST DISTRICT),Primary,EDSA/Magallanes Interchange,69.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF MAKATI (FIRST DISTRICT),Primary,Edsa-Magallanes Flyover,160.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF MAKATI (FIRST DISTRICT),Primary,Epifanio Delos Santos Ave (EDSA),5003.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF MAKATI (FIRST DISTRICT),Primary,South Super Highway SB (Magallanes Flyover),552.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF MAKATI (FIRST DISTRICT),Secondary,Gil Puyat Ave,4176.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF MAKATI (FIRST DISTRICT),Secondary,Gil Puyat Ave,4155.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF MAKATI (FIRST DISTRICT),Secondary,South Super H-way,3110.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF MAKATI (FIRST DISTRICT),Secondary,South Super H-way,3126.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF MAKATI (FIRST DISTRICT),Secondary,South Super Highway (Buendia Flyover),522.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF MAKATI (FIRST DISTRICT),Tertiary,AP Reyes Ave,399.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF MAKATI (FIRST DISTRICT),Tertiary,Antonio Arnaiz Ave,2226.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF MAKATI (FIRST DISTRICT),Tertiary,Arellano Ave,710.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF MAKATI (FIRST DISTRICT),Tertiary,Ayala-EDSA Flyover,625.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF MAKATI (FIRST DISTRICT),Tertiary,Dian Road,1485.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF MAKATI (FIRST DISTRICT),Tertiary,EDSA/Guadalupe Cloverleaf Rd,159.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF MAKATI (FIRST DISTRICT),Tertiary,EDSA/Guadalupe Cloverleaf Rd,144.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF MAKATI (FIRST DISTRICT),Tertiary,Havana St,300.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF MAKATI (FIRST DISTRICT),Tertiary,Havana St,192.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF MAKATI (FIRST DISTRICT),Tertiary,Kalayaan Ave,495.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF MAKATI (FIRST DISTRICT),Tertiary,Kalayaan Ave,2755.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF MAKATI (FIRST DISTRICT),Tertiary,Makati Ave,761.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF MAKATI (FIRST DISTRICT),Tertiary,Makati Ave,143.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF MAKATI (FIRST DISTRICT),Tertiary,Makati-Mandaluyong Br.,147.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF MAKATI (FIRST DISTRICT),Tertiary,Pasong Tamo,3669.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF MAKATI (FIRST DISTRICT),Tertiary,South Drive,805.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF MAKATI (FIRST DISTRICT),Tertiary,Vito Cruz Ext,1375.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF MAKATI (SECOND DISTRICT),Primary,EDSA Service Rd 1 (North Bound),245.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF MAKATI (SECOND DISTRICT),Primary,EDSA Service Rd 2 (North Bound),188.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF MAKATI (SECOND DISTRICT),Primary,EDSA-Ayala Tunnel  Wye Length (North Bound),265.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF MAKATI (SECOND DISTRICT),Primary,EDSA-Ayala Tunnel (North Bound),967.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF MAKATI (SECOND DISTRICT),Primary,Epifanio Delos Santos Ave (EDSA),4912.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF MAKATI (SECOND DISTRICT),Primary,South Super H-way West Service Rd,235.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF MAKATI (SECOND DISTRICT),Primary,South Super Highway NB (Magallanes Flyover ),415.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF MAKATI (SECOND DISTRICT),Secondary,Edsa-Kalayaan-Fort Bonifacio Flyover,219.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF MAKATI (SECOND DISTRICT),Secondary,Edsa-Kalayaan-Fort Bonifacio Flyover,237.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF MAKATI (SECOND DISTRICT),Secondary,Edsa-Kalayaan-Fort Bonifacio Flyover,181.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF MAKATI (SECOND DISTRICT),Secondary,Kalayaan Ave Ext,540.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF MAKATI (SECOND DISTRICT),Secondary,Kalayaan Ave Ext,653.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF MAKATI (SECOND DISTRICT),Secondary,Kalayaan Ave Ext,492.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF MAKATI (SECOND DISTRICT),Secondary,Kalayaan Ave Ext,434.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF MAKATI (SECOND DISTRICT),Secondary,Kalayaan-EDSA Flyover,400.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF MAKATI (SECOND DISTRICT),Tertiary,EDSA/Guadalupe Cloverleaf Rd,181.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF MAKATI (SECOND DISTRICT),Tertiary,EDSA/Guadalupe Cloverleaf Rd,203.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF MAKATI (SECOND DISTRICT),Tertiary,McKinley Rd,1926.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF MAKATI (SECOND DISTRICT),Tertiary,Pasong Tamo Ext,2120.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF MAKATI (SECOND DISTRICT),Tertiary,South Super H-way West Service Rd,320.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF PARAÑAQUE (FIRST & SECOND DISTRICT),Primary,Paranaque-Sucat Rd,7091.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF PARAÑAQUE (FIRST DISTRICT),Primary,Paranaque-Sucat Rd,7107.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF PARAÑAQUE (FIRST DISTRICT),Primary,Quirino Avenue,3822.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF PARAÑAQUE (FIRST DISTRICT),Primary,Roxas Blvd,1786.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF PARAÑAQUE (FIRST DISTRICT),Primary,Roxas Blvd,1795.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF PARAÑAQUE (FIRST DISTRICT),Secondary,Airport Rd,523.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF PARAÑAQUE (FIRST DISTRICT),Secondary,NAIA Rd (MIA Road),551.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF PARAÑAQUE (FIRST DISTRICT),Secondary,NAIA Rd (MIA Road),541.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF PARAÑAQUE (FIRST DISTRICT),Secondary,Ninoy Aquino  Ave,2843.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF PARAÑAQUE (FIRST DISTRICT),Secondary,Ninoy Aquino  Ave,2836.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF PARAÑAQUE (FIRST DISTRICT),Tertiary,Camp Claudio Cadre Rd,151.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF PARAÑAQUE (FIRST DISTRICT),Tertiary,FB Harrison,146.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF PARAÑAQUE (FIRST DISTRICT),Tertiary,Quirino Avenue,1638.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF PARAÑAQUE (FIRST DISTRICT),Tertiary,Quirino Avenue,469.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF PARAÑAQUE (FIRST DISTRICT),Tertiary,Roxas Blvd East Service Rd,489.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF PARAÑAQUE (FIRST DISTRICT),Tertiary,Taft Ave,157.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF PARAÑAQUE (FIRST DISTRICT),Tertiary,Tomas Claudio,342.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF PARAÑAQUE (SECOND DISTRICT),Secondary,Paranaque-Sucat Rd,200.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF PARAÑAQUE (SECOND DISTRICT),Tertiary,South Super H-way East Service Rd,7926.0
National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,CITY OF PARAÑAQUE (SECOND DISTRICT),Tertiary,South Super H-way West Service Rd,5862.0
National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,CALOOCAN CITY (FIRST & SECOND DISTRICT),Secondary,Samson Rd,1063.0
National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,CALOOCAN CITY (FIRST & SECOND DISTRICT),Tertiary,A Mabini St,2862.0
National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,CALOOCAN CITY (FIRST DISTRICT),Primary,Bonifacio Monument Circle,223.0
National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,CALOOCAN CITY (FIRST DISTRICT),Primary,Epifanio Delos Santos Ave (EDSA),1605.0
National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,CALOOCAN CITY (FIRST DISTRICT),Primary,MacArthur H-way,400.0
National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,CALOOCAN CITY (FIRST DISTRICT),Primary,MacArthur H-way,390.0
National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,CALOOCAN CITY (FIRST DISTRICT),Secondary,Gen San Miguel St,762.0
National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,CALOOCAN CITY (FIRST DISTRICT),Secondary,Kaybiga Rd,2136.0
National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,CALOOCAN CITY (FIRST DISTRICT),Tertiary,Congressional Rd,2275.0
National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,CALOOCAN CITY (FIRST DISTRICT),Tertiary,Deparo-Bagumbong Rd,4350.0
National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,CALOOCAN CITY (FIRST DISTRICT),Tertiary,Deparo-Camarin Rd,6221.0
National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,CALOOCAN CITY (FIRST DISTRICT),Tertiary,North Expressway East Service Rd (Caloocan),602.0
National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,CALOOCAN CITY (FIRST DISTRICT),Tertiary,North Expressway West Service Rd (Caloocan),688.0
National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,CALOOCAN CITY (SECOND DISTRICT),Primary,Epifanio Delos Santos Ave (EDSA),1608.0
National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,CALOOCAN CITY (SECOND DISTRICT),Secondary,C-3 Road,1097.0
National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,CALOOCAN CITY (SECOND DISTRICT),Secondary,C-3 Road,544.0
National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,CALOOCAN CITY (SECOND DISTRICT),Secondary,C-3 Road,1876.0
National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,CALOOCAN CITY (SECOND DISTRICT),Secondary,C-3 Road,3510.0
National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,CALOOCAN CITY (SECOND DISTRICT),Secondary,Rizal Ave Ext,2267.0
National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,CALOOCAN CITY (SECOND DISTRICT),Secondary,Rizal Ave Ext,2265.0
National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,CALOOCAN CITY (SECOND DISTRICT),Tertiary,10th Ave East,1201.0
National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,CALOOCAN CITY (SECOND DISTRICT),Tertiary,10th Ave West,1217.0
National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,CALOOCAN CITY (SECOND DISTRICT),Tertiary,7th Ave East,1211.0
National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,CALOOCAN CITY (SECOND DISTRICT),Tertiary,7th Ave West,818.0
National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,CALOOCAN CITY (SECOND DISTRICT),Tertiary,B Serrano St,1407.0
National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,CALOOCAN CITY (THIRD DISTRICT),Tertiary,Central Luzon Leprosarium Rd,1422.0
National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,CALOOCAN CITY (THIRD DISTRICT),Tertiary,Central Luzon Leprosarium Rd,444.0
National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,CALOOCAN CITY (THIRD DISTRICT),Tertiary,Central Luzon Leprosarium Rd,73.0
National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,CALOOCAN CITY (THIRD DISTRICT),Tertiary,Central Luzon Leprosarium Rd,2208.0
National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,CALOOCAN CITY (THIRD DISTRICT),Tertiary,Malaria Field Control Rd,504.0
National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,CALOOCAN CITY (THIRD DISTRICT),Tertiary,Novaliches-Sn Jose Rd,4640.0
National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,CALOOCAN CITY (THIRD DISTRICT),Tertiary,Novaliches-Sn Jose Rd,110.0
National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,VALENZUELA CITY (FIRST & SECOND DISTRICT),Primary,MacArthur H-way,6762.0
National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,VALENZUELA CITY (FIRST & SECOND DISTRICT),Secondary,Polo-Novaliches Rd,4495.0
National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,VALENZUELA CITY (FIRST & SECOND DISTRICT),Tertiary,Gov T Santiago St,4050.0
National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,VALENZUELA CITY (FIRST DISTRICT),Tertiary,Canumay-Bignay Rd,5783.0
National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,VALENZUELA CITY (FIRST DISTRICT),Tertiary,Coloong Rd,650.0
National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,VALENZUELA CITY (FIRST DISTRICT),Tertiary,Coloong Rd,4205.0
National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,VALENZUELA CITY (FIRST DISTRICT),Tertiary,Coloong Rd,310.0
National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,VALENZUELA CITY (FIRST DISTRICT),Tertiary,East Service Rd (Valenzuela),983.0
National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,VALENZUELA CITY (FIRST DISTRICT),Tertiary,East Service Rd (Valenzuela),1915.0
National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,VALENZUELA CITY (FIRST DISTRICT),Tertiary,G Lazaro St,1590.0
National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,VALENZUELA CITY (FIRST DISTRICT),Tertiary,Gov I Santiago St,656.0
National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,VALENZUELA CITY (FIRST DISTRICT),Tertiary,MH Del Pilar (Valenzuela),3526.0
National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,VALENZUELA CITY (FIRST DISTRICT),Tertiary,Pasolo-Rincon Road,2027.0
National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,VALENZUELA CITY (SECOND DISTRICT),Secondary,Mindanao Ave,1207.0
National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,VALENZUELA CITY (SECOND DISTRICT),Secondary,Mindanao Ave,1110.0
National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,VALENZUELA CITY (SECOND DISTRICT),Secondary,Mindanao Ave,598.0
National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,VALENZUELA CITY (SECOND DISTRICT),Secondary,Mindanao Ave,497.0
National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,VALENZUELA CITY (SECOND DISTRICT),Tertiary,East Service Rd (Valenzuela),2548.0
National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,VALENZUELA CITY (SECOND DISTRICT),Tertiary,G Fernando St,270.0
National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,VALENZUELA CITY (SECOND DISTRICT),Tertiary,Gen T de Leon St,3433.0
National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,VALENZUELA CITY (SECOND DISTRICT),Tertiary,Polo-Pugad Baboy Rd,1360.0
National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,VALENZUELA CITY (SECOND DISTRICT),Tertiary,Polo-Pugad Baboy Rd,1245.0
National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,VALENZUELA CITY (SECOND DISTRICT),Tertiary,West Service Rd (Valenzuela),1612.0
National Capital Region,Metro Manila,North Manila District Engineering Office,MANILA CITY (FIRST & SECOND DISTRICT),Secondary,C-2 Road,1373.0
National Capital Region,Metro Manila,North Manila District Engineering Office,MANILA CITY (FIRST & SECOND DISTRICT),Tertiary,Dagupan St,1570.0
National Capital Region,Metro Manila,North Manila District Engineering Office,MANILA CITY (FIRST & SECOND DISTRICT),Tertiary,H Lopez Blvd,1925.0
National Capital Region,Metro Manila,North Manila District Engineering Office,MANILA CITY (FIRST & THIRD DISTRICT),Tertiary,M Roxas Service Rd,431.0
National Capital Region,Metro Manila,North Manila District Engineering Office,MANILA CITY (FIRST & THIRD DISTRICT),Tertiary,M Roxas Service Rd,447.0
National Capital Region,Metro Manila,North Manila District Engineering Office,MANILA CITY (FIRST DISTRICT),Secondary,M Roxas Jr Bridge,1250.0
National Capital Region,Metro Manila,North Manila District Engineering Office,MANILA CITY (FIRST DISTRICT),Secondary,M Roxas Jr Bridge,1241.0
National Capital Region,Metro Manila,North Manila District Engineering Office,MANILA CITY (FIRST DISTRICT),Secondary,R-10,3648.0
National Capital Region,Metro Manila,North Manila District Engineering Office,MANILA CITY (FIRST DISTRICT),Secondary,R-10,1575.0
National Capital Region,Metro Manila,North Manila District Engineering Office,MANILA CITY (FIRST DISTRICT),Secondary,R-10,177.0
National Capital Region,Metro Manila,North Manila District Engineering Office,MANILA CITY (FIRST DISTRICT),Secondary,R-10,859.0
National Capital Region,Metro Manila,North Manila District Engineering Office,MANILA CITY (FIRST DISTRICT),Secondary,Tayuman,1624.0
National Capital Region,Metro Manila,North Manila District Engineering Office,MANILA CITY (FIRST DISTRICT),Tertiary,Del Pan Ext. Rd,309.0
National Capital Region,Metro Manila,North Manila District Engineering Office,MANILA CITY (FIRST DISTRICT),Tertiary,Del Pan Ext. Rd,325.0
National Capital Region,Metro Manila,North Manila District Engineering Office,MANILA CITY (FIRST DISTRICT),Tertiary,Herbosa St,529.0
National Capital Region,Metro Manila,North Manila District Engineering Office,MANILA CITY (FIRST DISTRICT),Tertiary,JL Escoda St,233.0
National Capital Region,Metro Manila,North Manila District Engineering Office,MANILA CITY (FIRST DISTRICT),Tertiary,Kalakal,169.0
National Capital Region,Metro Manila,North Manila District Engineering Office,MANILA CITY (FIRST DISTRICT),Tertiary,Marcos Rd,734.0
National Capital Region,Metro Manila,North Manila District Engineering Office,MANILA CITY (FIRST DISTRICT),Tertiary,Marcos Rd,2098.0
National Capital Region,Metro Manila,North Manila District Engineering Office,MANILA CITY (FIRST DISTRICT),Tertiary,Moriones,884.0
National Capital Region,Metro Manila,North Manila District Engineering Office,MANILA CITY (FIRST DISTRICT),Tertiary,Moriones,1205.0
National Capital Region,Metro Manila,North Manila District Engineering Office,MANILA CITY (FIRST DISTRICT),Tertiary,Perla St.,36.0
National Capital Region,Metro Manila,North Manila District Engineering Office,MANILA CITY (FIRST DISTRICT),Tertiary,Rodriguez St,399.0
National Capital Region,Metro Manila,North Manila District Engineering Office,MANILA CITY (FIRST DISTRICT),Tertiary,Sn Rafael St,197.0
National Capital Region,Metro Manila,North Manila District Engineering Office,MANILA CITY (FIRST DISTRICT),Tertiary,Sta. Maria St.,268.0
National Capital Region,Metro Manila,North Manila District Engineering Office,MANILA CITY (FIRST DISTRICT),Tertiary,Ugbo St.,131.0
National Capital Region,Metro Manila,North Manila District Engineering Office,MANILA CITY (FIRST DISTRICT),Tertiary,Velasquez,1241.0
National Capital Region,Metro Manila,North Manila District Engineering Office,MANILA CITY (FIRST DISTRICT),Tertiary,Vitas,573.0
National Capital Region,Metro Manila,North Manila District Engineering Office,MANILA CITY (FIRST DISTRICT),Tertiary,Zaragosa St,308.0
National Capital Region,Metro Manila,North Manila District Engineering Office,"MANILA CITY (FIRST, SECOND & THIRD DISTRICT)",Tertiary,Juan Luna St,4640.0
National Capital Region,Metro Manila,North Manila District Engineering Office,"MANILA CITY (FIRST, SECOND, THIRD & FOURTHDISTRICT)",Secondary,CM Recto,3280.0
National Capital Region,Metro Manila,North Manila District Engineering Office,MANILA CITY (FOURTH DISTRICT),Secondary,Blumentritt St (LZ),1614.0
National Capital Region,Metro Manila,North Manila District Engineering Office,MANILA CITY (FOURTH DISTRICT),Secondary,Dimasalang St,241.0
National Capital Region,Metro Manila,North Manila District Engineering Office,MANILA CITY (FOURTH DISTRICT),Secondary,Dimasalang St,1070.0
National Capital Region,Metro Manila,North Manila District Engineering Office,MANILA CITY (FOURTH DISTRICT),Secondary,España Blvd,1956.0
National Capital Region,Metro Manila,North Manila District Engineering Office,MANILA CITY (FOURTH DISTRICT),Secondary,España Blvd,1968.0
National Capital Region,Metro Manila,North Manila District Engineering Office,MANILA CITY (FOURTH DISTRICT),Secondary,Legarda Flyover,498.0
National Capital Region,Metro Manila,North Manila District Engineering Office,MANILA CITY (FOURTH DISTRICT),Secondary,Legarda Flyover,417.0
National Capital Region,Metro Manila,North Manila District Engineering Office,MANILA CITY (FOURTH DISTRICT),Secondary,Lerma St,259.0
National Capital Region,Metro Manila,North Manila District Engineering Office,MANILA CITY (FOURTH DISTRICT),Secondary,Lerma St,270.0
National Capital Region,Metro Manila,North Manila District Engineering Office,MANILA CITY (FOURTH DISTRICT),Secondary,R Magsaysay Blvd,2035.0
National Capital Region,Metro Manila,North Manila District Engineering Office,MANILA CITY (FOURTH DISTRICT),Secondary,R Magsaysay Blvd,28.0
National Capital Region,Metro Manila,North Manila District Engineering Office,MANILA CITY (FOURTH DISTRICT),Secondary,R Magsaysay Blvd,27.0
National Capital Region,Metro Manila,North Manila District Engineering Office,MANILA CITY (FOURTH DISTRICT),Tertiary,A Maceda St,1679.0
National Capital Region,Metro Manila,North Manila District Engineering Office,MANILA CITY (FOURTH DISTRICT),Tertiary,Alfonso Mendoza St,950.0
National Capital Region,Metro Manila,North Manila District Engineering Office,MANILA CITY (FOURTH DISTRICT),Tertiary,Algeciras St,2083.0
National Capital Region,Metro Manila,North Manila District Engineering Office,MANILA CITY (FOURTH DISTRICT),Tertiary,Buenos Aires St,539.0
National Capital Region,Metro Manila,North Manila District Engineering Office,MANILA CITY (FOURTH DISTRICT),Tertiary,Bustillos St,193.0
National Capital Region,Metro Manila,North Manila District Engineering Office,MANILA CITY (FOURTH DISTRICT),Tertiary,Dapitan St,1654.0
National Capital Region,Metro Manila,North Manila District Engineering Office,MANILA CITY (FOURTH DISTRICT),Tertiary,Domingo Santiago St.,680.0
National Capital Region,Metro Manila,North Manila District Engineering Office,MANILA CITY (FOURTH DISTRICT),Tertiary,E Quintos St,2223.0
National Capital Region,Metro Manila,North Manila District Engineering Office,MANILA CITY (FOURTH DISTRICT),Tertiary,F Cayco St,794.0
National Capital Region,Metro Manila,North Manila District Engineering Office,MANILA CITY (FOURTH DISTRICT),Tertiary,G Tuazon St,428.0
National Capital Region,Metro Manila,North Manila District Engineering Office,MANILA CITY (FOURTH DISTRICT),Tertiary,G Tuazon St,1416.0
